,Model Name,Dataset,Subset ID,Is Filtered,Sensitive Feature,ndcg@5,recall@5,mrr@5,Differential Fairness of sensitive attribute,giniindex@5,popularitypercentage@5,Value Unfairness of sensitive attribute,Absolute Unfairness of sensitive attribute,Underestimation Unfairness of sensitive attribute,Overestimation Unfairness of sensitive attribute,NonParity Unfairness of sensitive attribute,Absolute Difference,KS Statistic of sensitive attribute,Generalized Cross Entropy,hit@5,Number of Users,Number of Items,Number of Ratings,Space Size,Shape,Density,Rating per User,Rating per Item,Gini Item,Gini User,Average Popularity,Standart Deviation of Popularity Bias,Skewness of Popularity Bias,Kurtosis of Popularity Bias,Average Long Tail Items,Standart Deviation of Long Tail Items,Skewness of Long Tail Items,Kurtosis of Long Tail Items,Mean Rating,Standart Deviation of Rating,Skewness of Rating,Kurtosis of Rating,Sensitive Attribute == 0 Percentage,Sensitive Attribute == 1 Percentage,Difference between Sensitive Attribute Percentage
0,FOCF,ml1m,1,Yes,Age,0.229,0.272,0.29,3.243,0.951,0.922,0.2661052631578947,0.19636842105263158,0.1695263157894737,0.046,0.024,0.024,0.153,-0.339,0.491,273,1122,11957,306306,0.243,0.039,43.799,10.657,0.585,0.556,0.123,0.047,0.425,1.323,0.249,0.163,1.674,2.563,3.492,1.172,-0.521,-0.467,23.81,76.19,52.38
1,FairGo_PMF,ml1m,1,Yes,Age,0.038,0.045,0.047,3.473,0.873,0.1,0.40963157894736846,0.3407368421052631,0.18110526315789474,0.147,0.015,0.015,0.051,-0.322,0.088,273,1122,11957,306306,0.243,0.039,43.799,10.657,0.585,0.556,0.123,0.047,0.425,1.323,0.249,0.163,1.674,2.563,3.492,1.172,-0.521,-0.467,23.81,76.19,52.38
2,NFCF,ml1m,1,Yes,Age,0.046,0.054,0.064,4.528,0.938,0.203,0.3722631578947369,0.3225263157894737,0.04336842105263158,0.343,0.001,0.001,0.061,-0.311,0.11,273,1122,11957,306306,0.243,0.039,43.799,10.657,0.585,0.556,0.123,0.047,0.425,1.323,0.249,0.163,1.674,2.563,3.492,1.172,-0.521,-0.467,23.81,76.19,52.38
3,PFCN_MLP,ml1m,1,Yes,Age,0.189,0.204,0.248,4.242,0.955,0.807,0.30636842105263157,0.23863157894736844,0.07294736842105265,0.203,0.017,0.017,0.095,-0.318,0.385,273,1122,11957,306306,0.243,0.039,43.799,10.657,0.585,0.556,0.123,0.047,0.425,1.323,0.249,0.163,1.674,2.563,3.492,1.172,-0.521,-0.467,23.81,76.19,52.38
4,FOCF,ml1m,1,Yes,Gender,0.24,0.282,0.291,3.394,0.952,0.913,0.26163157894736844,0.19289473684210526,0.17136842105263156,0.133,0.018,0.018,0.073,-0.142,0.483,273,1122,11957,306306,0.243,0.039,43.799,10.657,0.585,0.556,0.123,0.047,0.425,1.323,0.249,0.163,1.674,2.563,3.492,1.172,-0.521,-0.467,23.81,76.19,52.38
5,FairGo_PMF,ml1m,1,Yes,Gender,0.026,0.035,0.029,3.234,0.877,0.103,0.4022631578947368,0.332421052631579,0.18089473684210525,0.162,0.016,0.016,0.042,-0.126,0.062,273,1122,11957,306306,0.243,0.039,43.799,10.657,0.585,0.556,0.123,0.047,0.425,1.323,0.249,0.163,1.674,2.563,3.492,1.172,-0.521,-0.467,23.81,76.19,52.38
6,NFCF,ml1m,1,Yes,Gender,0.083,0.089,0.112,3.937,0.931,0.418,0.3592105263157895,0.3104736842105263,0.04005263157894737,0.319,0.042,0.042,0.151,-0.146,0.191,273,1122,11957,306306,0.243,0.039,43.799,10.657,0.585,0.556,0.123,0.047,0.425,1.323,0.249,0.163,1.674,2.563,3.492,1.172,-0.521,-0.467,23.81,76.19,52.38
7,PFCN_MLP,ml1m,1,Yes,Gender,0.196,0.231,0.238,3.699,0.958,0.894,0.2994736842105263,0.23305263157894737,0.07431578947368422,0.217,0.007,0.007,0.059,-0.137,0.403,273,1122,11957,306306,0.243,0.039,43.799,10.657,0.585,0.556,0.123,0.047,0.425,1.323,0.249,0.163,1.674,2.563,3.492,1.172,-0.521,-0.467,23.81,76.19,52.38
8,FOCF,ml1m,2,Yes,Age,0.27,0.297,0.338,2.649,0.958,0.988,0.241,0.172,0.166,0.075,0.012,0.012,0.049,-0.235,0.516,1622,1196,66286,1939912,1.356,0.034,40.867,55.423,0.637,0.534,0.132,0.051,0.288,0.471,0.228,0.143,2.056,6.095,3.601,1.123,-0.583,-0.323,19.79,80.21,60.42
9,FairGo_PMF,ml1m,2,Yes,Age,0.039,0.051,0.047,3.306,0.856,0.119,0.388,0.321,0.169,0.219,0.005,0.005,0.013,-0.231,0.093,1622,1196,66286,1939912,1.356,0.034,40.867,55.423,0.637,0.534,0.132,0.051,0.288,0.471,0.228,0.143,2.056,6.095,3.601,1.123,-0.583,-0.323,19.79,80.21,60.42
10,NFCF,ml1m,2,Yes,Age,0.136,0.16,0.173,3.273,0.949,0.499,0.349,0.298,0.04,0.31,0.018,0.018,0.097,-0.234,0.297,1622,1196,66286,1939912,1.356,0.034,40.867,55.423,0.637,0.534,0.132,0.051,0.288,0.471,0.228,0.143,2.056,6.095,3.601,1.123,-0.583,-0.323,19.79,80.21,60.42
11,PFCN_MLP,ml1m,2,Yes,Age,0.243,0.273,0.314,3.062,0.96,0.986,0.27,0.21,0.066,0.203,0.002,0.002,0.025,-0.227,0.491,1622,1196,66286,1939912,1.356,0.034,40.867,55.423,0.637,0.534,0.132,0.051,0.288,0.471,0.228,0.143,2.056,6.095,3.601,1.123,-0.583,-0.323,19.79,80.21,60.42
12,FOCF,ml1m,2,Yes,Gender,0.278,0.314,0.348,2.04,0.954,0.97,0.254,0.21,0.226,0.029,0.021,0.021,0.123,-0.167,0.54,1622,1196,66286,1939912,1.356,0.034,40.867,55.423,0.637,0.534,0.132,0.051,0.288,0.471,0.228,0.143,2.056,6.095,3.601,1.123,-0.583,-0.323,19.79,80.21,60.42
13,FairGo_PMF,ml1m,2,Yes,Gender,0.036,0.048,0.043,3.142,0.858,0.127,0.368,0.29,0.165,0.203,0.0,0.0,0.015,-0.141,0.088,1622,1196,66286,1939912,1.356,0.034,40.867,55.423,0.637,0.534,0.132,0.051,0.288,0.471,0.228,0.143,2.056,6.095,3.601,1.123,-0.583,-0.323,19.79,80.21,60.42
14,NFCF,ml1m,2,Yes,Gender,0.138,0.17,0.167,3.159,0.951,0.473,0.315,0.269,0.03,0.285,0.005,0.005,0.051,-0.139,0.305,1622,1196,66286,1939912,1.356,0.034,40.867,55.423,0.637,0.534,0.132,0.051,0.288,0.471,0.228,0.143,2.056,6.095,3.601,1.123,-0.583,-0.323,19.79,80.21,60.42
15,PFCN_MLP,ml1m,2,Yes,Gender,0.252,0.282,0.319,2.958,0.961,0.99,0.275,0.205,0.062,0.212,0.016,0.016,0.042,-0.145,0.497,1622,1196,66286,1939912,1.356,0.034,40.867,55.423,0.637,0.534,0.132,0.051,0.288,0.471,0.228,0.143,2.056,6.095,3.601,1.123,-0.583,-0.323,19.79,80.21,60.42
16,FOCF,ml1m,3,Yes,Age,0.305,0.39,0.333,2.579,0.937,0.884,0.2661052631578947,0.19636842105263158,0.1695263157894737,0.073,0.009,0.009,0.035,-0.113,0.54,961,766,23594,736126,1.255,0.032,24.552,30.802,0.646,0.538,0.125,0.053,0.415,1.014,0.247,0.157,2.119,5.937,3.548,1.133,-0.53,-0.417,23.0,77.0,54.0
17,FairGo_PMF,ml1m,3,Yes,Age,0.033,0.05,0.035,3.029,0.824,0.064,0.40963157894736846,0.3407368421052631,0.18110526315789474,0.112,0.006,0.006,0.017,-0.12,0.074,961,766,23594,736126,1.255,0.032,24.552,30.802,0.646,0.538,0.125,0.053,0.415,1.014,0.247,0.157,2.119,5.937,3.548,1.133,-0.53,-0.417,23.0,77.0,54.0
18,NFCF,ml1m,3,Yes,Age,0.15,0.198,0.17,3.004,0.93,0.473,0.3722631578947369,0.3225263157894737,0.04336842105263158,0.208,0.015,0.015,0.06,-0.121,0.287,961,766,23594,736126,1.255,0.032,24.552,30.802,0.646,0.538,0.125,0.053,0.415,1.014,0.247,0.157,2.119,5.937,3.548,1.133,-0.53,-0.417,23.0,77.0,54.0
19,PFCN_MLP,ml1m,3,Yes,Age,0.261,0.333,0.288,2.856,0.948,0.958,0.30636842105263157,0.23863157894736844,0.07294736842105265,0.147,0.008,0.008,0.033,-0.119,0.477,961,766,23594,736126,1.255,0.032,24.552,30.802,0.646,0.538,0.125,0.053,0.415,1.014,0.247,0.157,2.119,5.937,3.548,1.133,-0.53,-0.417,23.0,77.0,54.0
20,FOCF,ml1m,3,Yes,Gender,0.317,0.396,0.351,2.737,0.935,0.833,0.26163157894736844,0.19289473684210526,0.17136842105263156,0.067,0.006,0.006,0.039,-0.156,0.55,961,766,23594,736126,1.255,0.032,24.552,30.802,0.646,0.538,0.125,0.053,0.415,1.014,0.247,0.157,2.119,5.937,3.548,1.133,-0.53,-0.417,23.0,77.0,54.0
21,FairGo_PMF,ml1m,3,Yes,Gender,0.039,0.056,0.041,3.001,0.829,0.067,0.4022631578947368,0.332421052631579,0.18089473684210525,0.111,0.013,0.013,0.027,-0.162,0.085,961,766,23594,736126,1.255,0.032,24.552,30.802,0.646,0.538,0.125,0.053,0.415,1.014,0.247,0.157,2.119,5.937,3.548,1.133,-0.53,-0.417,23.0,77.0,54.0
22,NFCF,ml1m,3,Yes,Gender,0.158,0.2,0.175,3.055,0.931,0.497,0.3592105263157895,0.3104736842105263,0.04005263157894737,0.187,0.008,0.008,0.041,-0.152,0.286,961,766,23594,736126,1.255,0.032,24.552,30.802,0.646,0.538,0.125,0.053,0.415,1.014,0.247,0.157,2.119,5.937,3.548,1.133,-0.53,-0.417,23.0,77.0,54.0
23,PFCN_MLP,ml1m,3,Yes,Gender,0.261,0.325,0.286,2.883,0.948,0.94,0.2994736842105263,0.23305263157894737,0.07431578947368422,0.121,0.017,0.017,0.06,-0.149,0.457,961,766,23594,736126,1.255,0.032,24.552,30.802,0.646,0.538,0.125,0.053,0.415,1.014,0.247,0.157,2.119,5.937,3.548,1.133,-0.53,-0.417,23.0,77.0,54.0
24,FOCF,ml1m,4,Yes,Age,0.246,0.252,0.337,3.267,0.965,0.983,0.2661052631578947,0.19636842105263158,0.1695263157894737,0.078,0.003,0.003,0.033,-0.196,0.531,753,1493,39148,1124229,0.504,0.035,51.989,26.221,0.634,0.515,0.13,0.044,0.323,0.282,0.218,0.127,2.441,9.134,3.565,1.131,-0.542,-0.404,22.97,77.03,54.06
25,FairGo_PMF,ml1m,4,Yes,Age,0.046,0.053,0.066,3.394,0.882,0.16,0.40963157894736846,0.3407368421052631,0.18110526315789474,0.159,0.002,0.002,0.009,-0.193,0.126,753,1493,39148,1124229,0.504,0.035,51.989,26.221,0.634,0.515,0.13,0.044,0.323,0.282,0.218,0.127,2.441,9.134,3.565,1.131,-0.542,-0.404,22.97,77.03,54.06
26,NFCF,ml1m,4,Yes,Age,0.099,0.104,0.144,3.885,0.946,0.438,0.3722631578947369,0.3225263157894737,0.04336842105263158,0.285,0.003,0.003,0.031,-0.193,0.234,753,1493,39148,1124229,0.504,0.035,51.989,26.221,0.634,0.515,0.13,0.044,0.323,0.282,0.218,0.127,2.441,9.134,3.565,1.131,-0.542,-0.404,22.97,77.03,54.06
27,PFCN_MLP,ml1m,4,Yes,Age,0.211,0.207,0.304,3.715,0.961,0.952,0.30636842105263157,0.23863157894736844,0.07294736842105265,0.203,0.004,0.004,0.022,-0.193,0.471,753,1493,39148,1124229,0.504,0.035,51.989,26.221,0.634,0.515,0.13,0.044,0.323,0.282,0.218,0.127,2.441,9.134,3.565,1.131,-0.542,-0.404,22.97,77.03,54.06
28,FOCF,ml1m,4,Yes,Gender,0.262,0.266,0.355,2.858,0.963,0.987,0.26163157894736844,0.19289473684210526,0.17136842105263156,0.066,0.005,0.005,0.05,-0.136,0.536,753,1493,39148,1124229,0.504,0.035,51.989,26.221,0.634,0.515,0.13,0.044,0.323,0.282,0.218,0.127,2.441,9.134,3.565,1.131,-0.542,-0.404,22.97,77.03,54.06
29,FairGo_PMF,ml1m,4,Yes,Gender,0.043,0.054,0.058,3.371,0.883,0.154,0.4022631578947368,0.332421052631579,0.18089473684210525,0.154,0.005,0.005,0.021,-0.136,0.118,753,1493,39148,1124229,0.504,0.035,51.989,26.221,0.634,0.515,0.13,0.044,0.323,0.282,0.218,0.127,2.441,9.134,3.565,1.131,-0.542,-0.404,22.97,77.03,54.06
30,NFCF,ml1m,4,Yes,Gender,0.092,0.112,0.121,3.507,0.946,0.367,0.3592105263157895,0.3104736842105263,0.04005263157894737,0.274,0.013,0.013,0.058,-0.129,0.224,753,1493,39148,1124229,0.504,0.035,51.989,26.221,0.634,0.515,0.13,0.044,0.323,0.282,0.218,0.127,2.441,9.134,3.565,1.131,-0.542,-0.404,22.97,77.03,54.06
31,PFCN_MLP,ml1m,4,Yes,Gender,0.059,0.06,0.096,3.329,0.951,0.311,0.2994736842105263,0.23305263157894737,0.07431578947368422,0.188,0.0,0.0,0.036,-0.133,0.146,753,1493,39148,1124229,0.504,0.035,51.989,26.221,0.634,0.515,0.13,0.044,0.323,0.282,0.218,0.127,2.441,9.134,3.565,1.131,-0.542,-0.404,22.97,77.03,54.06
32,FOCF,ml1m,5,Yes,Age,0.229,0.23,0.314,3.76,0.96,0.92,0.374,0.328,0.181,0.193,0.015,0.015,0.046,-0.124,0.491,167,1341,9504,223947,0.125,0.042,56.91,7.087,0.568,0.535,0.137,0.047,0.064,-0.244,0.223,0.149,2.977,11.419,3.607,1.104,-0.545,-0.349,26.35,73.65,47.3
33,FairGo_PMF,ml1m,5,Yes,Age,0.041,0.045,0.067,3.123,0.898,0.128,0.495,0.459,0.264,0.231,0.043,0.043,0.066,-0.095,0.108,167,1341,9504,223947,0.125,0.042,56.91,7.087,0.568,0.535,0.137,0.047,0.064,-0.244,0.223,0.149,2.977,11.419,3.607,1.104,-0.545,-0.349,26.35,73.65,47.3
34,NFCF,ml1m,5,Yes,Age,0.062,0.083,0.084,4.443,0.957,0.372,0.505,0.468,0.07,0.435,0.06,0.06,0.219,-0.135,0.21,167,1341,9504,223947,0.125,0.042,56.91,7.087,0.568,0.535,0.137,0.047,0.064,-0.244,0.223,0.149,2.977,11.419,3.607,1.104,-0.545,-0.349,26.35,73.65,47.3
35,PFCN_MLP,ml1m,5,Yes,Age,0.062,0.071,0.093,4.044,0.972,0.138,0.415,0.348,0.173,0.242,0.0,0.0,0.0,-0.118,0.144,167,1341,9504,223947,0.125,0.042,56.91,7.087,0.568,0.535,0.137,0.047,0.064,-0.244,0.223,0.149,2.977,11.419,3.607,1.104,-0.545,-0.349,26.35,73.65,47.3
36,FOCF,ml1m,5,Yes,Gender,0.283,0.295,0.391,3.775,0.961,0.911,0.361,0.314,0.184,0.176,0.029,0.029,0.13,-0.182,0.611,167,1341,9504,223947,0.125,0.042,56.91,7.087,0.568,0.535,0.137,0.047,0.064,-0.244,0.223,0.149,2.977,11.419,3.607,1.104,-0.545,-0.349,26.35,73.65,47.3
37,FairGo_PMF,ml1m,5,Yes,Gender,0.049,0.055,0.074,3.066,0.904,0.134,0.49,0.463,0.262,0.228,0.032,0.032,0.051,-0.149,0.132,167,1341,9504,223947,0.125,0.042,56.91,7.087,0.568,0.535,0.137,0.047,0.064,-0.244,0.223,0.149,2.977,11.419,3.607,1.104,-0.545,-0.349,26.35,73.65,47.3
38,NFCF,ml1m,5,Yes,Gender,0.067,0.085,0.082,4.505,0.966,0.329,0.517,0.485,0.064,0.453,0.029,0.029,0.221,-0.178,0.18,167,1341,9504,223947,0.125,0.042,56.91,7.087,0.568,0.535,0.137,0.047,0.064,-0.244,0.223,0.149,2.977,11.419,3.607,1.104,-0.545,-0.349,26.35,73.65,47.3
39,PFCN_MLP,ml1m,5,Yes,Gender,0.081,0.101,0.094,4.096,0.968,0.156,0.429,0.356,0.17,0.259,0.0,0.0,0.0,-0.169,0.186,167,1341,9504,223947,0.125,0.042,56.91,7.087,0.568,0.535,0.137,0.047,0.064,-0.244,0.223,0.149,2.977,11.419,3.607,1.104,-0.545,-0.349,26.35,73.65,47.3
40,FOCF,ml1m,6,Yes,Age,0.256,0.274,0.346,2.893,0.96,0.927,0.242,0.17,0.102,0.14,0.011,0.011,0.042,-0.185,0.543,1843,1415,95830,2607845,1.302,0.037,51.997,67.724,0.624,0.53,0.129,0.044,0.168,0.084,0.229,0.139,2.259,7.396,3.582,1.119,-0.555,-0.366,22.14,77.86,55.72
41,FairGo_PMF,ml1m,6,Yes,Age,0.033,0.043,0.04,3.348,0.876,0.134,0.382,0.301,0.156,0.226,0.002,0.002,0.025,-0.18,0.086,1843,1415,95830,2607845,1.302,0.037,51.997,67.724,0.624,0.53,0.129,0.044,0.168,0.084,0.229,0.139,2.259,7.396,3.582,1.119,-0.555,-0.366,22.14,77.86,55.72
42,NFCF,ml1m,6,Yes,Age,0.126,0.136,0.181,3.253,0.95,0.539,0.294,0.251,0.035,0.259,0.02,0.02,0.099,-0.187,0.304,1843,1415,95830,2607845,1.302,0.037,51.997,67.724,0.624,0.53,0.129,0.044,0.168,0.084,0.229,0.139,2.259,7.396,3.582,1.119,-0.555,-0.366,22.14,77.86,55.72
43,PFCN_MLP,ml1m,6,Yes,Age,0.229,0.235,0.315,3.075,0.965,0.994,0.262,0.208,0.042,0.221,0.007,0.007,0.031,-0.179,0.491,1843,1415,95830,2607845,1.302,0.037,51.997,67.724,0.624,0.53,0.129,0.044,0.168,0.084,0.229,0.139,2.259,7.396,3.582,1.119,-0.555,-0.366,22.14,77.86,55.72
44,FOCF,ml1m,6,Yes,Gender,0.241,0.254,0.322,2.432,0.965,0.942,0.231,0.154,0.097,0.134,0.015,0.015,0.054,-0.145,0.509,1843,1415,95830,2607845,1.302,0.037,51.997,67.724,0.624,0.53,0.129,0.044,0.168,0.084,0.229,0.139,2.259,7.396,3.582,1.119,-0.555,-0.366,22.14,77.86,55.72
45,FairGo_PMF,ml1m,6,Yes,Gender,0.034,0.044,0.043,3.047,0.875,0.135,0.355,0.29,0.152,0.203,0.005,0.005,0.015,-0.143,0.096,1843,1415,95830,2607845,1.302,0.037,51.997,67.724,0.624,0.53,0.129,0.044,0.168,0.084,0.229,0.139,2.259,7.396,3.582,1.119,-0.555,-0.366,22.14,77.86,55.72
46,NFCF,ml1m,6,Yes,Gender,0.136,0.148,0.185,2.717,0.948,0.527,0.281,0.236,0.032,0.248,0.011,0.011,0.045,-0.137,0.315,1843,1415,95830,2607845,1.302,0.037,51.997,67.724,0.624,0.53,0.129,0.044,0.168,0.084,0.229,0.139,2.259,7.396,3.582,1.119,-0.555,-0.366,22.14,77.86,55.72
47,PFCN_MLP,ml1m,6,Yes,Gender,0.037,0.056,0.04,2.542,0.968,0.105,0.24,0.184,0.085,0.156,0.0,0.0,0.0,-0.14,0.092,1843,1415,95830,2607845,1.302,0.037,51.997,67.724,0.624,0.53,0.129,0.044,0.168,0.084,0.229,0.139,2.259,7.396,3.582,1.119,-0.555,-0.366,22.14,77.86,55.72
48,FOCF,ml1m,7,Yes,Age,0.277,0.35,0.311,2.765,0.927,0.811,0.2661052631578947,0.19636842105263158,0.1695263157894737,0.06,0.002,0.002,0.026,-0.202,0.505,1368,837,37182,1145016,1.634,0.032,27.18,44.423,0.623,0.522,0.113,0.043,0.634,1.614,0.252,0.168,1.885,4.259,3.622,1.114,-0.589,-0.306,22.3,77.7,55.4
49,FairGo_PMF,ml1m,7,Yes,Age,0.039,0.052,0.045,3.16,0.823,0.1,0.40963157894736846,0.3407368421052631,0.18110526315789474,0.111,0.004,0.004,0.017,-0.204,0.083,1368,837,37182,1145016,1.634,0.032,27.18,44.423,0.623,0.522,0.113,0.043,0.634,1.614,0.252,0.168,1.885,4.259,3.622,1.114,-0.589,-0.306,22.3,77.7,55.4
50,NFCF,ml1m,7,Yes,Age,0.119,0.162,0.126,3.126,0.937,0.412,0.3722631578947369,0.3225263157894737,0.04336842105263158,0.213,0.008,0.008,0.044,-0.204,0.24,1368,837,37182,1145016,1.634,0.032,27.18,44.423,0.623,0.522,0.113,0.043,0.634,1.614,0.252,0.168,1.885,4.259,3.622,1.114,-0.589,-0.306,22.3,77.7,55.4
51,PFCN_MLP,ml1m,7,Yes,Age,0.218,0.276,0.249,2.935,0.949,0.939,0.30636842105263157,0.23863157894736844,0.07294736842105265,0.131,0.014,0.014,0.066,-0.197,0.421,1368,837,37182,1145016,1.634,0.032,27.18,44.423,0.623,0.522,0.113,0.043,0.634,1.614,0.252,0.168,1.885,4.259,3.622,1.114,-0.589,-0.306,22.3,77.7,55.4
52,FOCF,ml1m,7,Yes,Gender,0.303,0.383,0.337,2.499,0.927,0.834,0.26163157894736844,0.19289473684210526,0.17136842105263156,0.053,0.02,0.02,0.076,-0.147,0.55,1368,837,37182,1145016,1.634,0.032,27.18,44.423,0.623,0.522,0.113,0.043,0.634,1.614,0.252,0.168,1.885,4.259,3.622,1.114,-0.589,-0.306,22.3,77.7,55.4
53,FairGo_PMF,ml1m,7,Yes,Gender,0.035,0.046,0.044,2.791,0.827,0.096,0.4022631578947368,0.332421052631579,0.18089473684210525,0.101,0.01,0.01,0.026,-0.145,0.081,1368,837,37182,1145016,1.634,0.032,27.18,44.423,0.623,0.522,0.113,0.043,0.634,1.614,0.252,0.168,1.885,4.259,3.622,1.114,-0.589,-0.306,22.3,77.7,55.4
54,NFCF,ml1m,7,Yes,Gender,0.119,0.176,0.122,2.871,0.932,0.419,0.3592105263157895,0.3104736842105263,0.04005263157894737,0.214,0.009,0.009,0.049,-0.136,0.253,1368,837,37182,1145016,1.634,0.032,27.18,44.423,0.623,0.522,0.113,0.043,0.634,1.614,0.252,0.168,1.885,4.259,3.622,1.114,-0.589,-0.306,22.3,77.7,55.4
55,PFCN_MLP,ml1m,7,Yes,Gender,0.228,0.299,0.249,2.733,0.948,0.958,0.2994736842105263,0.23305263157894737,0.07431578947368422,0.153,0.021,0.021,0.074,-0.144,0.439,1368,837,37182,1145016,1.634,0.032,27.18,44.423,0.623,0.522,0.113,0.043,0.634,1.614,0.252,0.168,1.885,4.259,3.622,1.114,-0.589,-0.306,22.3,77.7,55.4
56,FOCF,ml1m,8,Yes,Age,0.245,0.274,0.315,2.798,0.959,0.963,0.24,0.167,0.139,0.101,0.014,0.014,0.042,-0.202,0.509,1635,1368,75830,2236680,1.195,0.034,46.379,55.431,0.628,0.535,0.118,0.041,0.246,0.259,0.235,0.144,1.99,5.498,3.578,1.109,-0.554,-0.326,22.02,77.98,55.96
57,FairGo_PMF,ml1m,8,Yes,Age,0.03,0.041,0.035,3.475,0.869,0.114,0.382,0.317,0.159,0.223,0.02,0.02,0.03,-0.208,0.078,1635,1368,75830,2236680,1.195,0.034,46.379,55.431,0.628,0.535,0.118,0.041,0.246,0.259,0.235,0.144,1.99,5.498,3.578,1.109,-0.554,-0.326,22.02,77.98,55.96
58,NFCF,ml1m,8,Yes,Age,0.112,0.124,0.158,3.324,0.949,0.489,0.338,0.295,0.036,0.302,0.024,0.024,0.101,-0.202,0.26,1635,1368,75830,2236680,1.195,0.034,46.379,55.431,0.628,0.535,0.118,0.041,0.246,0.259,0.235,0.144,1.99,5.498,3.578,1.109,-0.554,-0.326,22.02,77.98,55.96
59,PFCN_MLP,ml1m,8,Yes,Age,0.22,0.245,0.282,3.135,0.964,0.99,0.278,0.217,0.047,0.231,0.007,0.007,0.031,-0.193,0.463,1635,1368,75830,2236680,1.195,0.034,46.379,55.431,0.628,0.535,0.118,0.041,0.246,0.259,0.235,0.144,1.99,5.498,3.578,1.109,-0.554,-0.326,22.02,77.98,55.96
60,FOCF,ml1m,8,Yes,Gender,0.239,0.263,0.314,2.4,0.958,0.958,0.242,0.164,0.149,0.093,0.008,0.008,0.03,-0.127,0.504,1635,1368,75830,2236680,1.195,0.034,46.379,55.431,0.628,0.535,0.118,0.041,0.246,0.259,0.235,0.144,1.99,5.498,3.578,1.109,-0.554,-0.326,22.02,77.98,55.96
61,FairGo_PMF,ml1m,8,Yes,Gender,0.03,0.042,0.036,3.068,0.864,0.105,0.368,0.288,0.163,0.205,0.003,0.003,0.012,-0.122,0.078,1635,1368,75830,2236680,1.195,0.034,46.379,55.431,0.628,0.535,0.118,0.041,0.246,0.259,0.235,0.144,1.99,5.498,3.578,1.109,-0.554,-0.326,22.02,77.98,55.96
62,NFCF,ml1m,8,Yes,Gender,0.101,0.12,0.134,2.87,0.947,0.492,0.314,0.265,0.036,0.278,0.005,0.005,0.025,-0.122,0.242,1635,1368,75830,2236680,1.195,0.034,46.379,55.431,0.628,0.535,0.118,0.041,0.246,0.259,0.235,0.144,1.99,5.498,3.578,1.109,-0.554,-0.326,22.02,77.98,55.96
63,PFCN_MLP,ml1m,8,Yes,Gender,0.226,0.259,0.293,2.727,0.963,0.984,0.263,0.201,0.043,0.22,0.006,0.006,0.023,-0.125,0.476,1635,1368,75830,2236680,1.195,0.034,46.379,55.431,0.628,0.535,0.118,0.041,0.246,0.259,0.235,0.144,1.99,5.498,3.578,1.109,-0.554,-0.326,22.02,77.98,55.96
64,FOCF,ml1m,9,Yes,Age,0.323,0.401,0.342,2.936,0.91,0.821,0.2661052631578947,0.19636842105263158,0.1695263157894737,0.05,0.006,0.006,0.052,-0.152,0.515,413,701,8465,289513,0.589,0.029,20.496,12.076,0.603,0.517,0.113,0.054,0.933,2.102,0.252,0.157,2.095,6.172,3.635,1.113,-0.611,-0.265,21.79,78.21,56.42
65,FairGo_PMF,ml1m,9,Yes,Age,0.038,0.057,0.036,2.72,0.818,0.044,0.40963157894736846,0.3407368421052631,0.18110526315789474,0.097,0.067,0.067,0.091,-0.109,0.072,413,701,8465,289513,0.589,0.029,20.496,12.076,0.603,0.517,0.113,0.054,0.933,2.102,0.252,0.157,2.095,6.172,3.635,1.113,-0.611,-0.265,21.79,78.21,56.42
66,NFCF,ml1m,9,Yes,Age,0.123,0.161,0.131,3.876,0.939,0.276,0.3722631578947369,0.3225263157894737,0.04336842105263158,0.23,0.012,0.012,0.141,-0.151,0.225,413,701,8465,289513,0.589,0.029,20.496,12.076,0.603,0.517,0.113,0.054,0.933,2.102,0.252,0.157,2.095,6.172,3.635,1.113,-0.611,-0.265,21.79,78.21,56.42
67,PFCN_MLP,ml1m,9,Yes,Age,0.054,0.086,0.049,3.487,0.953,0.054,0.30636842105263157,0.23863157894736844,0.07294736842105265,0.115,0.0,0.0,0.0,-0.148,0.102,413,701,8465,289513,0.589,0.029,20.496,12.076,0.603,0.517,0.113,0.054,0.933,2.102,0.252,0.157,2.095,6.172,3.635,1.113,-0.611,-0.265,21.79,78.21,56.42
68,FOCF,ml1m,9,Yes,Gender,0.29,0.381,0.3,3.258,0.917,0.824,0.26163157894736844,0.19289473684210526,0.17136842105263156,0.082,0.0,0.0,0.064,-0.114,0.493,413,701,8465,289513,0.589,0.029,20.496,12.076,0.603,0.517,0.113,0.054,0.933,2.102,0.252,0.157,2.095,6.172,3.635,1.113,-0.611,-0.265,21.79,78.21,56.42
69,FairGo_PMF,ml1m,9,Yes,Gender,0.032,0.047,0.029,3.127,0.821,0.059,0.4022631578947368,0.332421052631579,0.18089473684210525,0.108,0.007,0.007,0.032,-0.118,0.062,413,701,8465,289513,0.589,0.029,20.496,12.076,0.603,0.517,0.113,0.054,0.933,2.102,0.252,0.157,2.095,6.172,3.635,1.113,-0.611,-0.265,21.79,78.21,56.42
70,NFCF,ml1m,9,Yes,Gender,0.108,0.137,0.119,3.734,0.941,0.269,0.3592105263157895,0.3104736842105263,0.04005263157894737,0.23,0.014,0.014,0.1,-0.11,0.188,413,701,8465,289513,0.589,0.029,20.496,12.076,0.603,0.517,0.113,0.054,0.933,2.102,0.252,0.157,2.095,6.172,3.635,1.113,-0.611,-0.265,21.79,78.21,56.42
