,Model Name,Dataset,Subset ID,Is Filtered,Sensitive Feature,ndcg@5,recall@5,mrr@5,Differential Fairness of sensitive attribute,giniindex@5,popularitypercentage@5,Value Unfairness of sensitive attribute,Absolute Unfairness of sensitive attribute,Underestimation Unfairness of sensitive attribute,Overestimation Unfairness of sensitive attribute,NonParity Unfairness of sensitive attribute,Absolute Difference,KS Statistic of sensitive attribute,Generalized Cross Entropy,hit@5,Number of Users,Number of Items,Number of Ratings,Space Size,Shape,Density,Rating per User,Rating per Item,Gini Item,Gini User,Average Popularity,Standart Deviation of Popularity Bias,Skewness of Popularity Bias,Kurtosis of Popularity Bias,Average Long Tail Items,Standart Deviation of Long Tail Items,Skewness of Long Tail Items,Kurtosis of Long Tail Items,Mean Rating,Standart Deviation of Rating,Skewness of Rating,Kurtosis of Rating,Sensitive Attribute == 0 Percentage,Sensitive Attribute == 1 Percentage,Difference between Sensitive Attribute Percentage
140,FOCF,ml1m,18,Yes,Gender,0.281,0.345,0.331,3.199,0.944,0.902,0.26163157894736844,0.19289473684210526,0.17136842105263156,0.082,0.005,0.005,0.038,-0.1,0.54,483,1040,16384,502320,0.464,0.033,33.921,15.754,0.613,0.522,0.117,0.046,0.113,-0.135,0.236,0.154,2.081,5.599,3.551,1.147,-0.556,-0.407,22.36,77.64,55.28
141,FairGo_PMF,ml1m,18,Yes,Gender,0.036,0.051,0.042,3.0,0.854,0.148,0.4022631578947368,0.332421052631579,0.18089473684210525,0.139,0.013,0.013,0.042,-0.092,0.097,483,1040,16384,502320,0.464,0.033,33.921,15.754,0.613,0.522,0.117,0.046,0.113,-0.135,0.236,0.154,2.081,5.599,3.551,1.147,-0.556,-0.407,22.36,77.64,55.28
142,NFCF,ml1m,18,Yes,Gender,0.078,0.112,0.09,3.761,0.931,0.382,0.3592105263157895,0.3104736842105263,0.04005263157894737,0.257,0.002,0.002,0.046,-0.098,0.191,483,1040,16384,502320,0.464,0.033,33.921,15.754,0.613,0.522,0.117,0.046,0.113,-0.135,0.236,0.154,2.081,5.599,3.551,1.147,-0.556,-0.407,22.36,77.64,55.28
143,PFCN_MLP,ml1m,18,Yes,Gender,0.044,0.056,0.053,3.464,0.962,0.157,0.2994736842105263,0.23305263157894737,0.07431578947368422,0.157,0.0,0.0,0.0,-0.098,0.103,483,1040,16384,502320,0.464,0.033,33.921,15.754,0.613,0.522,0.117,0.046,0.113,-0.135,0.236,0.154,2.081,5.599,3.551,1.147,-0.556,-0.407,22.36,77.64,55.28
144,FOCF,ml1m,19,Yes,Age,0.286,0.317,0.366,3.08,0.952,0.952,0.2661052631578947,0.19636842105263158,0.1695263157894737,0.063,0.01,0.01,0.055,-0.186,0.549,877,1217,34344,1067309,0.721,0.032,39.161,28.22,0.627,0.545,0.124,0.05,0.355,0.463,0.241,0.157,1.975,5.065,3.585,1.108,-0.543,-0.343,20.07,79.93,59.86
145,FairGo_PMF,ml1m,19,Yes,Age,0.026,0.034,0.033,3.46,0.859,0.097,0.40963157894736846,0.3407368421052631,0.18110526315789474,0.158,0.0,0.0,0.023,-0.192,0.065,877,1217,34344,1067309,0.721,0.032,39.161,28.22,0.627,0.545,0.124,0.05,0.355,0.463,0.241,0.157,1.975,5.065,3.585,1.108,-0.543,-0.343,20.07,79.93,59.86
146,NFCF,ml1m,19,Yes,Age,0.109,0.131,0.143,3.703,0.94,0.433,0.3722631578947369,0.3225263157894737,0.04336842105263158,0.292,0.015,0.015,0.065,-0.196,0.234,877,1217,34344,1067309,0.721,0.032,39.161,28.22,0.627,0.545,0.124,0.05,0.355,0.463,0.241,0.157,1.975,5.065,3.585,1.108,-0.543,-0.343,20.07,79.93,59.86
147,PFCN_MLP,ml1m,19,Yes,Age,0.043,0.065,0.047,3.42,0.963,0.129,0.30636842105263157,0.23863157894736844,0.07294736842105265,0.164,0.0,0.0,0.0,-0.192,0.105,877,1217,34344,1067309,0.721,0.032,39.161,28.22,0.627,0.545,0.124,0.05,0.355,0.463,0.241,0.157,1.975,5.065,3.585,1.108,-0.543,-0.343,20.07,79.93,59.86
148,FOCF,ml1m,19,Yes,Gender,0.285,0.304,0.36,2.397,0.951,0.958,0.26163157894736844,0.19289473684210526,0.17136842105263156,0.038,0.001,0.001,0.034,-0.091,0.517,877,1217,34344,1067309,0.721,0.032,39.161,28.22,0.627,0.545,0.124,0.05,0.355,0.463,0.241,0.157,1.975,5.065,3.585,1.108,-0.543,-0.343,20.07,79.93,59.86
149,FairGo_PMF,ml1m,19,Yes,Gender,0.029,0.039,0.036,3.125,0.857,0.096,0.4022631578947368,0.332421052631579,0.18089473684210525,0.156,0.013,0.013,0.023,-0.098,0.079,877,1217,34344,1067309,0.721,0.032,39.161,28.22,0.627,0.545,0.124,0.05,0.355,0.463,0.241,0.157,1.975,5.065,3.585,1.108,-0.543,-0.343,20.07,79.93,59.86
150,NFCF,ml1m,19,Yes,Gender,0.111,0.137,0.135,3.274,0.944,0.434,0.3592105263157895,0.3104736842105263,0.04005263157894737,0.301,0.009,0.009,0.038,-0.09,0.244,877,1217,34344,1067309,0.721,0.032,39.161,28.22,0.627,0.545,0.124,0.05,0.355,0.463,0.241,0.157,1.975,5.065,3.585,1.108,-0.543,-0.343,20.07,79.93,59.86
151,PFCN_MLP,ml1m,19,Yes,Gender,0.235,0.259,0.296,3.05,0.956,0.947,0.2994736842105263,0.23305263157894737,0.07431578947368422,0.178,0.005,0.005,0.045,-0.09,0.435,877,1217,34344,1067309,0.721,0.032,39.161,28.22,0.627,0.545,0.124,0.05,0.355,0.463,0.241,0.157,1.975,5.065,3.585,1.108,-0.543,-0.343,20.07,79.93,59.86
152,FOCF,ml1m,20,Yes,Age,0.337,0.467,0.312,2.219,0.874,0.688,0.2661052631578947,0.19636842105263158,0.1695263157894737,0.055,0.006,0.006,0.037,-0.16,0.519,1239,318,12910,394002,3.896,0.033,10.42,40.597,0.636,0.521,0.16,0.097,0.896,1.443,0.314,0.226,1.735,2.696,3.633,1.116,-0.606,-0.287,20.9,79.1,58.2
153,FairGo_PMF,ml1m,20,Yes,Age,0.018,0.029,0.016,2.71,0.763,0.025,0.40963157894736846,0.3407368421052631,0.18110526315789474,0.063,0.023,0.023,0.041,-0.176,0.033,1239,318,12910,394002,3.896,0.033,10.42,40.597,0.636,0.521,0.16,0.097,0.896,1.443,0.314,0.226,1.735,2.696,3.633,1.116,-0.606,-0.287,20.9,79.1,58.2
154,NFCF,ml1m,20,Yes,Age,0.15,0.216,0.136,2.566,0.917,0.26,0.3722631578947369,0.3225263157894737,0.04336842105263158,0.152,0.004,0.004,0.063,-0.161,0.242,1239,318,12910,394002,3.896,0.033,10.42,40.597,0.636,0.521,0.16,0.097,0.896,1.443,0.314,0.226,1.735,2.696,3.633,1.116,-0.606,-0.287,20.9,79.1,58.2
155,PFCN_MLP,ml1m,20,Yes,Age,0.021,0.032,0.018,2.294,0.94,0.001,0.30636842105263157,0.23863157894736844,0.07294736842105265,0.064,0.0,0.0,0.0,-0.162,0.037,1239,318,12910,394002,3.896,0.033,10.42,40.597,0.636,0.521,0.16,0.097,0.896,1.443,0.314,0.226,1.735,2.696,3.633,1.116,-0.606,-0.287,20.9,79.1,58.2
156,FOCF,ml1m,20,Yes,Gender,0.343,0.474,0.317,1.924,0.876,0.708,0.26163157894736844,0.19289473684210526,0.17136842105263156,0.025,0.014,0.014,0.063,-0.035,0.526,1239,318,12910,394002,3.896,0.033,10.42,40.597,0.636,0.521,0.16,0.097,0.896,1.443,0.314,0.226,1.735,2.696,3.633,1.116,-0.606,-0.287,20.9,79.1,58.2
157,FairGo_PMF,ml1m,20,Yes,Gender,0.019,0.03,0.017,2.504,0.765,0.024,0.4022631578947368,0.332421052631579,0.18089473684210525,0.063,0.017,0.017,0.033,-0.045,0.034,1239,318,12910,394002,3.896,0.033,10.42,40.597,0.636,0.521,0.16,0.097,0.896,1.443,0.314,0.226,1.735,2.696,3.633,1.116,-0.606,-0.287,20.9,79.1,58.2
158,NFCF,ml1m,20,Yes,Gender,0.181,0.248,0.168,2.239,0.913,0.397,0.3592105263157895,0.3104736842105263,0.04005263157894737,0.142,0.005,0.005,0.051,-0.038,0.271,1239,318,12910,394002,3.896,0.033,10.42,40.597,0.636,0.521,0.16,0.097,0.896,1.443,0.314,0.226,1.735,2.696,3.633,1.116,-0.606,-0.287,20.9,79.1,58.2
159,PFCN_MLP,ml1m,20,Yes,Gender,0.022,0.033,0.02,2.031,0.94,0.002,0.2994736842105263,0.23305263157894737,0.07431578947368422,0.051,0.0,0.0,0.0,-0.039,0.039,1239,318,12910,394002,3.896,0.033,10.42,40.597,0.636,0.521,0.16,0.097,0.896,1.443,0.314,0.226,1.735,2.696,3.633,1.116,-0.606,-0.287,20.9,79.1,58.2
160,FOCF,ml1m,21,Yes,Age,0.307,0.389,0.328,2.303,0.92,0.806,0.2661052631578947,0.19636842105263158,0.1695263157894737,0.05,0.013,0.013,0.053,-0.153,0.506,1464,610,27910,893040,2.4,0.031,19.064,45.754,0.643,0.549,0.129,0.067,0.772,1.807,0.274,0.18,1.815,3.975,3.561,1.129,-0.546,-0.38,21.58,78.42,56.84
161,FairGo_PMF,ml1m,21,Yes,Age,0.034,0.047,0.034,2.784,0.806,0.063,0.40963157894736846,0.3407368421052631,0.18110526315789474,0.083,0.024,0.024,0.042,-0.133,0.061,1464,610,27910,893040,2.4,0.031,19.064,45.754,0.643,0.549,0.129,0.067,0.772,1.807,0.274,0.18,1.815,3.975,3.561,1.129,-0.546,-0.38,21.58,78.42,56.84
162,NFCF,ml1m,21,Yes,Age,0.102,0.165,0.089,2.695,0.941,0.324,0.3722631578947369,0.3225263157894737,0.04336842105263158,0.191,0.005,0.005,0.063,-0.149,0.203,1464,610,27910,893040,2.4,0.031,19.064,45.754,0.643,0.549,0.129,0.067,0.772,1.807,0.274,0.18,1.815,3.975,3.561,1.129,-0.546,-0.38,21.58,78.42,56.84
163,PFCN_MLP,ml1m,21,Yes,Age,0.275,0.355,0.29,2.512,0.943,0.978,0.30636842105263157,0.23863157894736844,0.07294736842105265,0.103,0.007,0.007,0.034,-0.149,0.464,1464,610,27910,893040,2.4,0.031,19.064,45.754,0.643,0.549,0.129,0.067,0.772,1.807,0.274,0.18,1.815,3.975,3.561,1.129,-0.546,-0.38,21.58,78.42,56.84
164,FOCF,ml1m,21,Yes,Gender,0.289,0.379,0.306,1.982,0.921,0.854,0.26163157894736844,0.19289473684210526,0.17136842105263156,0.033,0.012,0.012,0.04,-0.102,0.496,1464,610,27910,893040,2.4,0.031,19.064,45.754,0.643,0.549,0.129,0.067,0.772,1.807,0.274,0.18,1.815,3.975,3.561,1.129,-0.546,-0.38,21.58,78.42,56.84
165,FairGo_PMF,ml1m,21,Yes,Gender,0.031,0.05,0.029,2.736,0.805,0.079,0.4022631578947368,0.332421052631579,0.18089473684210525,0.079,0.009,0.009,0.022,-0.1,0.064,1464,610,27910,893040,2.4,0.031,19.064,45.754,0.643,0.549,0.129,0.067,0.772,1.807,0.274,0.18,1.815,3.975,3.561,1.129,-0.546,-0.38,21.58,78.42,56.84
166,NFCF,ml1m,21,Yes,Gender,0.109,0.174,0.095,2.508,0.939,0.331,0.3592105263157895,0.3104736842105263,0.04005263157894737,0.194,0.0,0.0,0.025,-0.096,0.213,1464,610,27910,893040,2.4,0.031,19.064,45.754,0.643,0.549,0.129,0.067,0.772,1.807,0.274,0.18,1.815,3.975,3.561,1.129,-0.546,-0.38,21.58,78.42,56.84
167,PFCN_MLP,ml1m,21,Yes,Gender,0.045,0.071,0.04,2.285,0.949,0.133,0.2994736842105263,0.23305263157894737,0.07431578947368422,0.092,0.0,0.0,0.0,-0.096,0.088,1464,610,27910,893040,2.4,0.031,19.064,45.754,0.643,0.549,0.129,0.067,0.772,1.807,0.274,0.18,1.815,3.975,3.561,1.129,-0.546,-0.38,21.58,78.42,56.84
168,FOCF,ml1m,22,Yes,Age,0.286,0.364,0.314,2.803,0.923,0.848,0.2661052631578947,0.19636842105263158,0.1695263157894737,0.054,0.007,0.007,0.059,-0.19,0.513,607,755,15632,458285,0.804,0.034,25.753,20.705,0.623,0.535,0.124,0.054,0.519,1.102,0.253,0.17,1.8,3.95,3.615,1.107,-0.587,-0.293,22.41,77.59,55.18
169,FairGo_PMF,ml1m,22,Yes,Age,0.029,0.041,0.029,3.128,0.824,0.044,0.40963157894736846,0.3407368421052631,0.18110526315789474,0.096,0.02,0.02,0.052,-0.173,0.06,607,755,15632,458285,0.804,0.034,25.753,20.705,0.623,0.535,0.124,0.054,0.519,1.102,0.253,0.17,1.8,3.95,3.615,1.107,-0.587,-0.293,22.41,77.59,55.18
170,NFCF,ml1m,22,Yes,Age,0.086,0.112,0.099,3.444,0.937,0.275,0.3722631578947369,0.3225263157894737,0.04336842105263158,0.255,0.003,0.003,0.066,-0.187,0.168,607,755,15632,458285,0.804,0.034,25.753,20.705,0.623,0.535,0.124,0.054,0.519,1.102,0.253,0.17,1.8,3.95,3.615,1.107,-0.587,-0.293,22.41,77.59,55.18
171,PFCN_MLP,ml1m,22,Yes,Age,0.236,0.304,0.265,3.202,0.949,0.892,0.30636842105263157,0.23863157894736844,0.07294736842105265,0.157,0.022,0.022,0.1,-0.194,0.439,607,755,15632,458285,0.804,0.034,25.753,20.705,0.623,0.535,0.124,0.054,0.519,1.102,0.253,0.17,1.8,3.95,3.615,1.107,-0.587,-0.293,22.41,77.59,55.18
172,FOCF,ml1m,22,Yes,Gender,0.273,0.35,0.303,2.809,0.923,0.816,0.26163157894736844,0.19289473684210526,0.17136842105263156,0.078,0.037,0.037,0.096,-0.072,0.515,607,755,15632,458285,0.804,0.034,25.753,20.705,0.623,0.535,0.124,0.054,0.519,1.102,0.253,0.17,1.8,3.95,3.615,1.107,-0.587,-0.293,22.41,77.59,55.18
173,FairGo_PMF,ml1m,22,Yes,Gender,0.024,0.036,0.024,2.98,0.83,0.041,0.4022631578947368,0.332421052631579,0.18089473684210525,0.106,0.006,0.006,0.033,-0.058,0.053,607,755,15632,458285,0.804,0.034,25.753,20.705,0.623,0.535,0.124,0.054,0.519,1.102,0.253,0.17,1.8,3.95,3.615,1.107,-0.587,-0.293,22.41,77.59,55.18
174,NFCF,ml1m,22,Yes,Gender,0.07,0.089,0.089,3.134,0.932,0.321,0.3592105263157895,0.3104736842105263,0.04005263157894737,0.211,0.003,0.003,0.079,-0.062,0.149,607,755,15632,458285,0.804,0.034,25.753,20.705,0.623,0.535,0.124,0.054,0.519,1.102,0.253,0.17,1.8,3.95,3.615,1.107,-0.587,-0.293,22.41,77.59,55.18
175,PFCN_MLP,ml1m,22,Yes,Gender,0.245,0.316,0.271,3.011,0.948,0.953,0.2994736842105263,0.23305263157894737,0.07431578947368422,0.164,0.013,0.013,0.052,-0.064,0.462,607,755,15632,458285,0.804,0.034,25.753,20.705,0.623,0.535,0.124,0.054,0.519,1.102,0.253,0.17,1.8,3.95,3.615,1.107,-0.587,-0.293,22.41,77.59,55.18
176,FOCF,ml1m,23,Yes,Age,0.213,0.205,0.294,3.167,0.962,0.984,0.295,0.241,0.214,0.082,0.033,0.033,0.14,-0.218,0.458,515,1444,26890,743660,0.357,0.036,52.214,18.622,0.627,0.53,0.13,0.046,0.601,1.823,0.229,0.142,2.177,6.72,3.58,1.107,-0.564,-0.304,21.36,78.64,57.28
177,FairGo_PMF,ml1m,23,Yes,Age,0.04,0.05,0.054,3.44,0.884,0.186,0.455,0.398,0.216,0.239,0.025,0.025,0.043,-0.176,0.105,515,1444,26890,743660,0.357,0.036,52.214,18.622,0.627,0.53,0.13,0.046,0.601,1.823,0.229,0.142,2.177,6.72,3.58,1.107,-0.564,-0.304,21.36,78.64,57.28
178,NFCF,ml1m,23,Yes,Age,0.093,0.101,0.134,4.056,0.948,0.383,0.477,0.425,0.054,0.424,0.031,0.031,0.129,-0.202,0.221,515,1444,26890,743660,0.357,0.036,52.214,18.622,0.627,0.53,0.13,0.046,0.601,1.823,0.229,0.142,2.177,6.72,3.58,1.107,-0.564,-0.304,21.36,78.64,57.28
179,PFCN_MLP,ml1m,23,Yes,Age,0.095,0.103,0.143,3.78,0.97,0.442,0.375,0.293,0.12,0.254,0.0,0.0,0.035,-0.193,0.256,515,1444,26890,743660,0.357,0.036,52.214,18.622,0.627,0.53,0.13,0.046,0.601,1.823,0.229,0.142,2.177,6.72,3.58,1.107,-0.564,-0.304,21.36,78.64,57.28
180,FOCF,ml1m,23,Yes,Gender,0.255,0.269,0.332,3.082,0.965,0.989,0.293,0.222,0.163,0.13,0.003,0.003,0.036,-0.136,0.534,515,1444,26890,743660,0.357,0.036,52.214,18.622,0.627,0.53,0.13,0.046,0.601,1.823,0.229,0.142,2.177,6.72,3.58,1.107,-0.564,-0.304,21.36,78.64,57.28
181,FairGo_PMF,ml1m,23,Yes,Gender,0.052,0.065,0.069,3.588,0.89,0.185,0.452,0.398,0.203,0.249,0.003,0.003,0.019,-0.136,0.132,515,1444,26890,743660,0.357,0.036,52.214,18.622,0.627,0.53,0.13,0.046,0.601,1.823,0.229,0.142,2.177,6.72,3.58,1.107,-0.564,-0.304,21.36,78.64,57.28
182,NFCF,ml1m,23,Yes,Gender,0.104,0.116,0.147,3.709,0.95,0.366,0.459,0.406,0.049,0.41,0.001,0.001,0.037,-0.134,0.243,515,1444,26890,743660,0.357,0.036,52.214,18.622,0.627,0.53,0.13,0.046,0.601,1.823,0.229,0.142,2.177,6.72,3.58,1.107,-0.564,-0.304,21.36,78.64,57.28
183,PFCN_MLP,ml1m,23,Yes,Gender,0.21,0.226,0.282,3.487,0.966,0.874,0.36,0.29,0.093,0.267,0.009,0.009,0.039,-0.137,0.47,515,1444,26890,743660,0.357,0.036,52.214,18.622,0.627,0.53,0.13,0.046,0.601,1.823,0.229,0.142,2.177,6.72,3.58,1.107,-0.564,-0.304,21.36,78.64,57.28
184,FOCF,ml1m,24,Yes,Age,0.256,0.26,0.338,3.22,0.966,0.993,0.291,0.223,0.207,0.084,0.014,0.014,0.066,-0.177,0.525,685,1640,39681,1123400,0.418,0.035,57.928,24.196,0.626,0.527,0.129,0.044,0.386,0.328,0.233,0.133,1.924,5.663,3.576,1.099,-0.548,-0.302,24.82,75.18,50.36
185,FairGo_PMF,ml1m,24,Yes,Age,0.043,0.052,0.06,3.412,0.891,0.14,0.439,0.376,0.2,0.239,0.021,0.021,0.034,-0.156,0.115,685,1640,39681,1123400,0.418,0.035,57.928,24.196,0.626,0.527,0.129,0.044,0.386,0.328,0.233,0.133,1.924,5.663,3.576,1.099,-0.548,-0.302,24.82,75.18,50.36
186,NFCF,ml1m,24,Yes,Age,0.092,0.102,0.123,4.026,0.941,0.383,0.445,0.39,0.05,0.395,0.023,0.023,0.149,-0.175,0.223,685,1640,39681,1123400,0.418,0.035,57.928,24.196,0.626,0.527,0.129,0.044,0.386,0.328,0.233,0.133,1.924,5.663,3.576,1.099,-0.548,-0.302,24.82,75.18,50.36
187,PFCN_MLP,ml1m,24,Yes,Age,0.242,0.243,0.333,3.804,0.967,0.985,0.342,0.263,0.084,0.258,0.005,0.005,0.03,-0.167,0.504,685,1640,39681,1123400,0.418,0.035,57.928,24.196,0.626,0.527,0.129,0.044,0.386,0.328,0.233,0.133,1.924,5.663,3.576,1.099,-0.548,-0.302,24.82,75.18,50.36
188,FOCF,ml1m,24,Yes,Gender,0.266,0.27,0.363,2.766,0.966,0.99,0.293,0.215,0.211,0.082,0.014,0.014,0.069,-0.108,0.561,685,1640,39681,1123400,0.418,0.035,57.928,24.196,0.626,0.527,0.129,0.044,0.386,0.328,0.233,0.133,1.924,5.663,3.576,1.099,-0.548,-0.302,24.82,75.18,50.36
189,FairGo_PMF,ml1m,24,Yes,Gender,0.041,0.049,0.058,3.357,0.887,0.134,0.464,0.375,0.211,0.253,0.008,0.008,0.023,-0.105,0.107,685,1640,39681,1123400,0.418,0.035,57.928,24.196,0.626,0.527,0.129,0.044,0.386,0.328,0.233,0.133,1.924,5.663,3.576,1.099,-0.548,-0.302,24.82,75.18,50.36
190,NFCF,ml1m,24,Yes,Gender,0.088,0.099,0.126,3.525,0.939,0.375,0.432,0.369,0.054,0.378,0.016,0.016,0.05,-0.104,0.22,685,1640,39681,1123400,0.418,0.035,57.928,24.196,0.626,0.527,0.129,0.044,0.386,0.328,0.233,0.133,1.924,5.663,3.576,1.099,-0.548,-0.302,24.82,75.18,50.36
191,PFCN_MLP,ml1m,24,Yes,Gender,0.068,0.081,0.095,3.247,0.97,0.231,0.335,0.245,0.121,0.214,0.0,0.0,0.0,-0.101,0.182,685,1640,39681,1123400,0.418,0.035,57.928,24.196,0.626,0.527,0.129,0.044,0.386,0.328,0.233,0.133,1.924,5.663,3.576,1.099,-0.548,-0.302,24.82,75.18,50.36
192,FOCF,ml1m,25,Yes,Age,0.301,0.41,0.294,2.282,0.891,0.7,0.2661052631578947,0.19636842105263158,0.1695263157894737,0.037,0.0,0.0,0.041,-0.223,0.482,1133,379,14536,429407,2.989,0.034,12.83,38.354,0.628,0.519,0.119,0.065,0.762,1.864,0.282,0.2,2.139,4.916,3.606,1.136,-0.593,-0.355,20.92,79.08,58.16
193,FairGo_PMF,ml1m,25,Yes,Age,0.021,0.033,0.018,2.607,0.768,0.003,0.40963157894736846,0.3407368421052631,0.18110526315789474,0.081,0.024,0.024,0.041,-0.207,0.038,1133,379,14536,429407,2.989,0.034,12.83,38.354,0.628,0.519,0.119,0.065,0.762,1.864,0.282,0.2,2.139,4.916,3.606,1.136,-0.593,-0.355,20.92,79.08,58.16
194,NFCF,ml1m,25,Yes,Age,0.154,0.213,0.152,2.724,0.935,0.443,0.3722631578947369,0.3225263157894737,0.04336842105263158,0.155,0.01,0.01,0.061,-0.22,0.254,1133,379,14536,429407,2.989,0.034,12.83,38.354,0.628,0.519,0.119,0.065,0.762,1.864,0.282,0.2,2.139,4.916,3.606,1.136,-0.593,-0.355,20.92,79.08,58.16
195,PFCN_MLP,ml1m,25,Yes,Age,0.125,0.163,0.13,2.508,0.913,0.33,0.30636842105263157,0.23863157894736844,0.07294736842105265,0.096,0.001,0.001,0.06,-0.223,0.201,1133,379,14536,429407,2.989,0.034,12.83,38.354,0.628,0.519,0.119,0.065,0.762,1.864,0.282,0.2,2.139,4.916,3.606,1.136,-0.593,-0.355,20.92,79.08,58.16
196,FOCF,ml1m,25,Yes,Gender,0.303,0.403,0.3,2.092,0.889,0.705,0.26163157894736844,0.19289473684210526,0.17136842105263156,0.029,0.022,0.022,0.096,-0.113,0.477,1133,379,14536,429407,2.989,0.034,12.83,38.354,0.628,0.519,0.119,0.065,0.762,1.864,0.282,0.2,2.139,4.916,3.606,1.136,-0.593,-0.355,20.92,79.08,58.16
197,FairGo_PMF,ml1m,25,Yes,Gender,0.016,0.026,0.014,2.47,0.777,0.003,0.4022631578947368,0.332421052631579,0.18089473684210525,0.066,0.017,0.017,0.031,-0.095,0.033,1133,379,14536,429407,2.989,0.034,12.83,38.354,0.628,0.519,0.119,0.065,0.762,1.864,0.282,0.2,2.139,4.916,3.606,1.136,-0.593,-0.355,20.92,79.08,58.16
198,NFCF,ml1m,25,Yes,Gender,0.154,0.215,0.151,2.512,0.935,0.418,0.3592105263157895,0.3104736842105263,0.04005263157894737,0.126,0.007,0.007,0.088,-0.105,0.254,1133,379,14536,429407,2.989,0.034,12.83,38.354,0.628,0.519,0.119,0.065,0.762,1.864,0.282,0.2,2.139,4.916,3.606,1.136,-0.593,-0.355,20.92,79.08,58.16
199,PFCN_MLP,ml1m,25,Yes,Gender,0.119,0.157,0.123,2.302,0.924,0.372,0.2994736842105263,0.23305263157894737,0.07431578947368422,0.088,0.001,0.001,0.048,-0.103,0.196,1133,379,14536,429407,2.989,0.034,12.83,38.354,0.628,0.519,0.119,0.065,0.762,1.864,0.282,0.2,2.139,4.916,3.606,1.136,-0.593,-0.355,20.92,79.08,58.16
200,FOCF,ml1m,26,Yes,Age,0.274,0.273,0.374,3.01,0.967,0.99,0.25,0.174,0.131,0.119,0.025,0.025,0.078,-0.2,0.569,1368,1544,76615,2112192,0.886,0.036,56.005,49.621,0.639,0.527,0.143,0.05,0.16,-0.011,0.229,0.137,2.183,6.995,3.621,1.117,-0.593,-0.298,22.22,77.78,55.56
201,FairGo_PMF,ml1m,26,Yes,Age,0.038,0.044,0.053,3.485,0.882,0.195,0.389,0.32,0.159,0.23,0.005,0.005,0.019,-0.192,0.102,1368,1544,76615,2112192,0.886,0.036,56.005,49.621,0.639,0.527,0.143,0.05,0.16,-0.011,0.229,0.137,2.183,6.995,3.621,1.117,-0.593,-0.298,22.22,77.78,55.56
202,NFCF,ml1m,26,Yes,Age,0.128,0.146,0.177,3.547,0.949,0.452,0.355,0.306,0.04,0.315,0.048,0.048,0.165,-0.203,0.305,1368,1544,76615,2112192,0.886,0.036,56.005,49.621,0.639,0.527,0.143,0.05,0.16,-0.011,0.229,0.137,2.183,6.995,3.621,1.117,-0.593,-0.298,22.22,77.78,55.56
203,PFCN_MLP,ml1m,26,Yes,Age,0.27,0.266,0.368,3.344,0.967,0.983,0.291,0.224,0.053,0.238,0.007,0.007,0.042,-0.19,0.55,1368,1544,76615,2112192,0.886,0.036,56.005,49.621,0.639,0.527,0.143,0.05,0.16,-0.011,0.229,0.137,2.183,6.995,3.621,1.117,-0.593,-0.298,22.22,77.78,55.56
204,FOCF,ml1m,26,Yes,Gender,0.266,0.272,0.363,2.782,0.966,0.991,0.258,0.174,0.139,0.12,0.011,0.011,0.052,-0.176,0.555,1368,1544,76615,2112192,0.886,0.036,56.005,49.621,0.639,0.527,0.143,0.05,0.16,-0.011,0.229,0.137,2.183,6.995,3.621,1.117,-0.593,-0.298,22.22,77.78,55.56
205,FairGo_PMF,ml1m,26,Yes,Gender,0.038,0.044,0.052,3.431,0.886,0.179,0.389,0.316,0.169,0.22,0.02,0.02,0.031,-0.184,0.111,1368,1544,76615,2112192,0.886,0.036,56.005,49.621,0.639,0.527,0.143,0.05,0.16,-0.011,0.229,0.137,2.183,6.995,3.621,1.117,-0.593,-0.298,22.22,77.78,55.56
206,NFCF,ml1m,26,Yes,Gender,0.111,0.119,0.164,3.272,0.953,0.454,0.338,0.293,0.035,0.303,0.015,0.015,0.056,-0.167,0.272,1368,1544,76615,2112192,0.886,0.036,56.005,49.621,0.639,0.527,0.143,0.05,0.16,-0.011,0.229,0.137,2.183,6.995,3.621,1.117,-0.593,-0.298,22.22,77.78,55.56
207,PFCN_MLP,ml1m,26,Yes,Gender,0.239,0.242,0.327,3.129,0.966,0.971,0.286,0.224,0.052,0.234,0.001,0.001,0.017,-0.171,0.521,1368,1544,76615,2112192,0.886,0.036,56.005,49.621,0.639,0.527,0.143,0.05,0.16,-0.011,0.229,0.137,2.183,6.995,3.621,1.117,-0.593,-0.298,22.22,77.78,55.56
208,FOCF,ml1m,27,Yes,Age,0.251,0.291,0.298,2.088,0.919,0.787,0.2661052631578947,0.19636842105263158,0.1695263157894737,0.013,0.007,0.007,0.135,-0.401,0.486,144,719,5285,103536,0.2,0.051,36.701,7.35,0.555,0.51,0.161,0.07,0.678,1.434,0.235,0.161,2.672,8.701,3.533,1.16,-0.534,-0.458,20.83,79.17,58.34
209,FairGo_PMF,ml1m,27,Yes,Age,0.021,0.023,0.029,2.777,0.864,0.078,0.40963157894736846,0.3407368421052631,0.18110526315789474,0.107,0.099,0.099,0.139,-0.311,0.042,144,719,5285,103536,0.2,0.051,36.701,7.35,0.555,0.51,0.161,0.07,0.678,1.434,0.235,0.161,2.672,8.701,3.533,1.16,-0.534,-0.458,20.83,79.17,58.34
